,accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
396,3,1,4.876771,paypal,0.0,0
397,105,1,5.040929,creditcard,0.0,0
398,11,1,4.745402,creditcard,0.0,0
399,2000,1,5.040929,creditcard,99.0375,0
400,1905,1,4.742303,creditcard,0.0,0
401,611,1,3.575983,creditcard,537.03125,0
402,270,1,3.575983,creditcard,0.0,0
403,2,1,4.895263,paypal,1.01875,0
404,802,1,5.034622,creditcard,0.0,0
405,17,1,4.895263,storecredit,0.0,0
406,1194,1,4.505662,creditcard,0.0631944444444,0
407,1575,1,4.461622,creditcard,0.0,0
408,38,1,4.748314,paypal,0.0104166666667,0
409,49,1,5.040929,paypal,48.9965277778,0
410,1768,1,4.965339,paypal,1009.37222222,0
411,37,1,4.745402,creditcard,0.000694444444444,0
412,1025,1,4.921318,creditcard,155.729861111,0
413,13,1,4.836982,creditcard,0.0368055555556,0
414,909,1,4.745402,creditcard,0.0,0
415,1165,1,4.886641,paypal,0.591666666667,0
416,2000,1,4.742303,paypal,0.0,0
417,4,1,5.040929,creditcard,0.0,0
418,7,1,4.876771,creditcard,0.00138888888889,0
419,298,2,4.886641,paypal,151.750694444,0
420,1,1,4.748314,paypal,0.0,1
421,2000,1,4.745402,creditcard,546.708333333,0
422,1,1,4.745402,creditcard,0.00347222222222,1
423,2000,1,4.505662,creditcard,0.0,0
424,6,1,4.921349,creditcard,0.00208333333333,0
425,888,1,4.745402,creditcard,0.921527777778,0
426,135,1,4.745402,creditcard,0.0,0
427,1697,1,4.965339,creditcard,0.0,0
428,119,1,4.965339,creditcard,118.971527778,0
429,441,1,4.876771,creditcard,0.000694444444444,0
430,15,1,4.876771,paypal,0.0,0
431,56,1,2.94894,creditcard,53.5631944444,0
432,253,1,4.921318,creditcard,252.021527778,0
433,2000,1,4.461622,paypal,0.507638888889,0
434,2000,1,5.017904,paypal,390.518055556,0
435,2000,1,5.034622,creditcard,119.043055556,0
436,663,1,4.748314,creditcard,0.0,0
437,1714,2,4.745402,creditcard,680.192361111,0
438,4,1,4.836982,storecredit,0.000694444444444,0
439,200,1,4.962055,creditcard,0.0,0
440,278,1,5.017904,creditcard,0.00277777777778,0
441,111,1,5.017904,creditcard,0.0,0
442,1958,1,4.748314,paypal,25.8701388889,0
443,38,1,4.52458,creditcard,37.0625,0
444,144,1,5.034622,creditcard,0.0,0
445,1481,1,3.954522,paypal,0.382638888889,0
446,27,1,4.895263,creditcard,25.6354166667,0
447,2000,1,4.962055,creditcard,0.0,0
448,138,1,4.742303,creditcard,0.0,0
449,2000,1,4.895263,creditcard,629.943055556,0
450,2000,1,4.057414,creditcard,0.0,0
451,2000,1,4.748314,creditcard,934.224305556,0
452,27,1,5.040929,creditcard,0.444444444444,0
453,2000,1,4.895263,paypal,0.0,0
454,45,2,4.745402,creditcard,44.8638888889,0
455,67,1,4.921349,creditcard,0.0,0
456,215,1,4.748314,creditcard,173.547916667,0
457,1922,1,3.066058,creditcard,0.886805555556,0
458,148,1,4.921349,creditcard,0.0,0
459,1595,1,4.876771,storecredit,1.05486111111,0
460,87,1,4.921318,creditcard,0.000694444444444,0
461,1,1,4.921318,creditcard,0.0,1
462,778,1,3.483951,creditcard,0.0,0
463,68,1,4.745402,creditcard,0.000694444444444,0
464,10,1,5.017904,creditcard,0.0,0
465,1323,1,4.057414,paypal,86.0881944444,0
466,1921,1,4.962055,creditcard,0.0,0
467,1756,1,4.745402,creditcard,1.82569444444,0
468,1801,2,4.921349,storecredit,0.0,0
469,947,1,4.745402,paypal,0.805555555556,0
470,2,1,4.461622,creditcard,0.0,0
471,2000,1,4.52458,paypal,288.50625,0
472,742,1,4.057414,creditcard,0.0,0
473,1613,1,5.040929,creditcard,15.3791666667,0
474,278,1,4.886641,creditcard,0.00763888888889,0
475,83,1,4.057414,creditcard,82.7861111111,0
476,2000,1,5.040929,creditcard,1548.03402778,0
477,3,1,4.921349,paypal,0.0,0
478,410,1,3.575983,paypal,124.254861111,0
479,31,1,4.965339,creditcard,0.0,0
480,2000,1,5.034622,creditcard,337.7875,0
481,2000,1,4.965339,creditcard,193.113888889,0
482,892,1,4.745402,creditcard,0.0,0
483,1634,1,4.52458,creditcard,0.0,0
484,205,10,4.748314,creditcard,57.0201388889,0
485,648,1,4.748314,storecredit,0.000694444444444,0
486,1098,1,5.017904,creditcard,0.000694444444444,0
487,1937,1,5.040929,creditcard,318.084027778,0
488,1817,1,4.742303,paypal,0.00347222222222,0
489,132,1,4.921349,paypal,131.103472222,0
490,909,1,3.575983,paypal,314.949305556,0
491,655,1,5.034622,creditcard,0.0,0
492,2000,1,5.040929,creditcard,0.0,0
493,196,1,4.921349,creditcard,0.0,0
494,299,1,4.921318,creditcard,0.0,0
495,124,1,3.483951,paypal,123.620833333,0
496,1724,1,4.742303,paypal,323.272916667,0
497,1546,1,3.483951,paypal,0.0,0
498,2000,1,4.886641,creditcard,0.0,0
499,307,1,5.034622,creditcard,0.0,0
500,2000,1,4.52458,creditcard,509.373611111,0
501,1196,1,5.017904,creditcard,0.0,0
502,272,1,4.876771,storecredit,0.0,0
503,529,1,2.596228,creditcard,145.442361111,0
504,1,1,4.921349,creditcard,0.00763888888889,1
505,2000,1,4.895263,creditcard,0.000694444444444,0
506,2000,1,4.836982,storecredit,263.802083333,0
507,1129,1,4.886641,creditcard,0.00138888888889,0
508,72,1,4.52458,paypal,71.4555555556,0
509,579,1,4.461622,creditcard,486.322916667,0
510,2000,1,4.921318,creditcard,0.0173611111111,0
511,385,1,4.965339,creditcard,10.1701388889,0
512,247,1,4.505662,creditcard,246.072916667,0
513,567,1,4.505662,creditcard,411.819444444,0
514,1147,1,4.745402,creditcard,86.5944444444,0
515,958,1,4.461622,creditcard,0.0,0
516,101,1,4.742303,paypal,0.0,0
517,2000,1,4.965339,paypal,718.602083333,0
518,2000,1,4.962055,paypal,136.227083333,0
519,219,1,4.962055,paypal,0.0,0
520,934,1,4.921349,creditcard,0.000694444444444,0
521,46,1,4.748314,creditcard,0.0,0
522,912,1,4.921318,paypal,180.8,0
523,151,1,3.954522,creditcard,0.0,0
524,487,1,4.876771,creditcard,485.793055556,0
525,129,1,4.52458,creditcard,128.455555556,0
526,1213,1,5.040929,creditcard,0.0,0
527,1622,1,4.52458,creditcard,1.35625,0
528,620,1,4.965339,paypal,619.679166667,0
529,2000,1,4.965339,creditcard,929.054166667,0
530,857,2,4.886641,creditcard,0.0,0
531,13,1,4.962055,creditcard,0.0,0
532,2000,1,5.017904,creditcard,88.3840277778,0
533,454,1,5.034622,creditcard,0.0,0
534,14,2,4.895263,creditcard,13.8395833333,0
535,1272,1,4.505662,paypal,815.264583333,0
536,564,1,4.748314,paypal,547.815277778,0
537,2000,1,4.886641,creditcard,0.00277777777778,0
538,947,3,4.876771,creditcard,208.385416667,0
539,46,1,4.886641,creditcard,44.9875,0
540,4,1,5.034622,creditcard,3.30833333333,0
541,993,1,4.745402,creditcard,0.0,0
542,8,1,4.921349,creditcard,7.04652777778,0
543,13,1,4.895263,creditcard,12.8791666667,0
544,323,1,5.017904,creditcard,322.061111111,0
545,2000,1,4.921318,creditcard,0.00138888888889,0
546,618,1,3.483951,paypal,542.501388889,0
547,2000,1,4.742303,paypal,0.00347222222222,0
548,915,1,4.836982,creditcard,363.908333333,0
549,2000,1,4.965339,creditcard,0.0,0
550,2000,1,4.895263,creditcard,0.00138888888889,0
551,2000,1,5.017904,creditcard,1045.02152778,0
552,20,1,4.745402,creditcard,14.1479166667,0
553,2000,1,4.836982,creditcard,0.0,0
554,2000,1,4.461622,creditcard,1.50694444444,0
555,1425,1,4.921318,creditcard,0.0,0
556,1156,1,4.886641,creditcard,0.0,0
557,180,1,4.962055,creditcard,0.132638888889,0
558,2000,1,4.461622,paypal,504.740972222,0
559,1985,1,4.742303,paypal,32.6756944444,0
560,2000,1,4.748314,creditcard,52.84375,0
561,8,1,4.895263,paypal,7.83958333333,0
562,82,1,4.52458,storecredit,81.9541666667,0
563,1804,1,4.876771,paypal,0.0,0
564,6,1,4.52458,paypal,0.310416666667,0
565,1922,1,3.066058,paypal,0.902777777778,0
566,155,3,4.742303,creditcard,0.00763888888889,0
567,2000,1,3.954522,creditcard,0.0,0
568,1936,1,5.017904,creditcard,0.0,0
569,2000,1,4.745402,creditcard,0.0,0
570,55,1,4.895263,creditcard,0.0263888888889,0
571,1576,1,4.836982,creditcard,0.000694444444444,0
572,215,1,2.596228,creditcard,214.302083333,0
573,2000,2,4.895263,creditcard,0.513888888889,0
574,310,2,3.066058,creditcard,309.838888889,0
575,9,1,4.52458,paypal,8.15069444444,0
576,6,1,4.745402,creditcard,5.55972222222,0
577,1507,1,4.876771,creditcard,257.232638889,0
578,1,2,4.505662,creditcard,0.0,1
579,2000,1,4.057414,creditcard,618.078472222,0
580,2000,1,5.034622,creditcard,449.097222222,0
581,379,1,4.921318,creditcard,0.0,0
